Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating,Customer Age,Discount,Membership duration,Loyalty points,Feedback,Product
415-56-1653,C,Naypyitaw,Member,Female,Sports and travel,49.55,6,49.75,836.37,2021-01-04,16:19,Ewallet,746.48,4.76,29.12,5.2,,28.5,51.0,14,EXCELLENT,Travel Pillow
466-36-5088,A,Yangon,Normal,Female,Fashion accessories,32.89,9,1.25,821.08,2021-08-02,12:51,cash,217.72,4.76,34.81,4.2,,0.0,11.0,99,Excellent,Handbag
782-23-6794,C,Mandalay,Member,Female,Electronic accessories,63.05,8,13.47,738.89,2021-01-08,15:11,Ewallet,824.67,4.76,17.08,4.1,27.0,15.04,,0,very good,Mouse
898-81-7658,B,Yangon,Member,male,Fashion accessories,54.13,10,30.7,429.46,2021-01-03,10:45,Credit card,336.65,4.76,27.22,,,0.0,,38,EXCELLENT,Scarf
735-29-4878,B,Mandalay,Normal,FEMALE,Home and lifestyle,43.72,10,26.38,647.8,2021-01-03,12:01,Cash,392.0,4.76,5.95,5.3,,0.0,35.0,69,very good,Table Cover
985-30-3900,A,Naypyitaw,Normal,Female,Home and lifestyle,95.38,4,11.6,798.05,2021-01-02,9:36,cash,357.74,4.76,25.61,6.8,19.0,0.0,,35,good,Table Cover
522-13-3938,B,Yangon,Member,Male,Electronic accessories,38.48,4,45.03,854.72,2021-04-02,15:11,CASH,680.42,4.76,7.03,5.7,18.0,0.0,28.0,68,EXCELLENT,Keyboard
854-52-7745,C,Yangon,Member,FEMALE,Home and lifestyle,48.14,4,,600.82,2021-04-02,14:34,Credit card,390.28,4.76,14.89,9.1,,5.95,13.0,5,good,Chair
921-95-5065,B,Mandalay,Member,Male,Electronic accessories,71.45,5,5.09,735.89,2021-01-02,17:43,Ewallet,334.31,4.76,3.99,6.6,,0.0,,75,Poor,Charger
373-30-2771,C,Mandalay,Normal,male,Health and beauty,96.7,7,7.2,673.71,2021-06-02,14:28,CASH,340.39,4.76,7.65,8.7,,0.0,36.0,38,Excellent,Soap
491-14-8711,B,Yangon,Normal,Female,Fashion accessories,89.15,6,10.76,280.92,2021-04-02,15:45,Cash,653.34,4.76,11.4,5.4,32.0,0.0,10.0,89,EXCELLENT,Scarf
327-35-8541,C,Naypyitaw,Member,Male,Food and beverages,94.33,2,35.7,301.28,2021-01-07,15:38,Ewallet,463.65,4.76,23.59,7.2,,0.0,38.0,56,good,Juice
458-49-4728,C,Yangon,Normal,male,Health and beauty,42.67,2,23.89,709.03,2021-08-02,13:31,CASH,32.13,4.76,20.62,4.2,,0.0,56.0,92,Poor,Face Wash
328-13-4164,C,Naypyitaw,Normal,Female,Home and lifestyle,74.41,9,22.37,723.63,2021-04-02,9:13,Ewallet,894.73,4.76,45.38,9.6,32.0,21.49,,27,very good,Lamp
508-52-5564,B,Naypyitaw,Normal,male,Electronic accessories,83.92,10,46.2,769.13,2021-02-02,10:35,Ewallet,923.18,4.76,46.7,4.9,63.0,0.0,15.0,14,EXCELLENT,Keyboard
985-18-5573,C,Naypyitaw,Member,Male,Health and beauty,11.9,9,10.7,704.73,2021-01-01,9:21,Ewallet,102.57,4.76,39.96,8.4,60.0,0.0,51.0,69,Excellent,Face Wash
459-92-9346,A,Naypyitaw,Normal,FEMALE,Sports and travel,97.01,7,36.15,477.86,2021-01-09,12:42,Credit card,557.77,4.76,27.02,7.3,56.0,0.0,18.0,11,Poor,Water Bottle
509-96-9785,B,Mandalay,Normal,Male,Sports and travel,64.52,7,6.04,311.53,2021-06-02,12:38,Credit card,230.93,4.76,11.08,7.6,,0.0,13.0,44,good,Water Bottle
439-13-2889,C,Mandalay,Normal,Male,Sports and travel,85.73,8,29.79,183.02,2021-05-02,15:10,Cash,93.28,4.76,38.12,5.3,63.0,28.93,,49,Excellent,Backpack
998-43-3925,C,Yangon,Member,FEMALE,Electronic accessories,69.6,7,11.09,74.64,2021-05-02,16:59,Cash,679.35,4.76,7.85,4.9,20.0,0.0,53.0,2,good,Power Bank
694-43-1626,C,Mandalay,Normal,male,Home and lifestyle,94.68,8,22.24,585.36,2021-08-02,13:53,Cash,538.35,4.76,22.55,5.1,49.0,0.0,25.0,43,EXCELLENT,Curtain
211-86-8119,C,Yangon,Member,male,Electronic accessories,72.16,2,30.22,341.33,2021-01-07,15:56,Cash,204.02,4.76,11.63,5.0,47.0,20.75,2.0,37,very good,Mouse
453-50-8149,A,Yangon,Normal,Male,Home and lifestyle,80.99,2,16.62,589.26,2021-01-08,15:27,CASH,670.1,4.76,18.09,8.9,,0.0,,20,Poor,Chair
720-75-2894,A,Naypyitaw,Member,Male,Food and beverages,31.57,9,19.77,727.42,2021-01-08,11:05,Cash,394.82,4.76,36.31,7.9,30.0,0.0,,61,very good,Snacks
494-83-4114,A,Yangon,Member,male,Electronic accessories,59.75,2,18.29,196.72,2021-05-02,14:37,cash,233.58,4.76,20.65,8.6,40.0,0.0,,6,EXCELLENT,Headphones
360-15-8144,C,Mandalay,Member,FEMALE,Fashion accessories,37.83,4,41.15,172.13,2021-01-05,10:33,Cash,96.68,4.76,13.02,4.4,18.0,23.51,48.0,58,EXCELLENT,Watch
101-76-9821,C,Mandalay,Member,Female,Food and beverages,96.26,2,44.58,866.19,2021-01-06,12:53,Credit card,889.78,4.76,18.31,8.3,,28.04,,76,Good,Coffee
803-95-4228,B,Yangon,Member,FEMALE,Electronic accessories,42.66,9,13.4,266.52,2021-06-02,11:44,Ewallet,536.67,4.76,40.13,7.9,,0.0,35.0,99,very good,Keyboard
472-65-2146,A,Naypyitaw,Member,Male,Food and beverages,83.1,4,30.59,604.07,2021-06-02,16:01,Cash,74.21,4.76,3.96,6.7,,0.0,13.0,74,very good,Juice
780-52-6143,C,Yangon,Member,male,Food and beverages,20.98,5,47.57,61.46,2021-05-02,9:03,CASH,218.33,4.76,1.35,7.9,24.0,0.0,18.0,46,Good,Tea
779-25-5920,C,Yangon,Normal,FEMALE,Electronic accessories,88.03,5,20.52,533.16,2021-03-02,13:25,CASH,849.03,4.76,17.36,5.2,39.0,0.0,42.0,74,EXCELLENT,Keyboard
619-49-7691,A,Mandalay,Member,Male,Health and beauty,87.19,10,40.64,540.98,2021-06-02,15:27,cash,205.25,4.76,16.77,7.7,,0.0,33.0,91,Excellent,Shampoo
434-61-5844,C,Mandalay,Member,Female,Sports and travel,44.96,9,10.11,905.0,2021-01-04,10:19,CASH,404.8,4.76,43.82,6.2,61.0,0.0,27.0,38,Excellent,Sneakers
667-26-4143,C,Naypyitaw,Normal,Female,Food and beverages,91.88,1,11.54,661.66,2021-01-02,14:40,Credit card,888.17,4.76,37.81,4.0,,0.0,37.0,61,very good,Biscuits
530-95-7211,C,Mandalay,Member,FEMALE,Sports and travel,45.37,5,8.11,526.04,2021-01-04,18:01,Ewallet,711.59,4.76,48.58,6.6,,0.0,,52,Good,Tent
793-32-5930,C,Yangon,Member,Male,Electronic accessories,98.02,7,1.47,409.08,2021-01-08,10:50,Cash,60.81,4.76,5.43,6.5,,0.0,,15,good,Charger
515-80-1006,B,Mandalay,Member,Male,Food and beverages,33.0,10,36.12,665.96,2021-08-02,10:03,Ewallet,258.77,4.76,32.01,6.2,51.0,0.0,,13,very good,Snacks
411-46-4443,B,Mandalay,Normal,Female,Sports and travel,18.12,1,28.81,507.95,2021-09-02,16:37,Cash,315.23,4.76,15.3,9.2,,0.0,55.0,13,Good,Tent
540-84-6279,B,Mandalay,Normal,male,Sports and travel,84.04,9,12.4,410.88,2021-01-03,16:42,Cash,299.33,4.76,33.62,7.3,51.0,0.0,,6,Excellent,Tent
576-66-8244,A,Mandalay,Member,male,Home and lifestyle,31.19,3,14.9,111.51,2021-02-02,16:07,cash,273.91,4.76,5.21,9.5,63.0,0.0,5.0,61,good,Chair
791-37-9375,A,Naypyitaw,Member,FEMALE,Health and beauty,28.93,4,11.66,246.11,2021-01-09,13:02,cash,221.28,4.76,17.38,9.1,,5.84,39.0,73,good,Shampoo
584-31-2389,A,Mandalay,Member,FEMALE,Fashion accessories,90.12,4,36.1,628.21,2021-04-02,9:47,cash,129.16,4.76,19.91,4.3,37.0,0.0,,60,EXCELLENT,Watch
390-75-6491,B,Yangon,Member,Female,Sports and travel,92.43,9,40.56,163.61,2021-08-02,19:16,Ewallet,307.16,4.76,19.4,4.5,,0.0,,50,Excellent,Sneakers
195-40-6085,A,Mandalay,Member,Male,Fashion accessories,66.82,9,29.12,523.85,2021-01-09,18:15,Ewallet,640.22,4.76,29.65,9.0,,0.0,,39,good,Handbag
330-35-3414,C,Naypyitaw,Normal,male,Electronic accessories,89.15,8,34.42,656.7,2021-01-02,17:49,CASH,687.07,4.76,28.84,8.9,,0.0,51.0,57,good,Power Bank
125-15-5011,C,Naypyitaw,Member,male,Electronic accessories,79.01,2,40.86,,2021-02-02,17:04,Cash,412.43,4.76,18.5,5.7,37.0,0.0,50.0,46,Poor,Mouse
586-88-2193,C,Naypyitaw,Member,male,Home and lifestyle,46.57,4,3.43,827.95,2021-07-02,20:36,Credit card,712.14,4.76,39.7,9.5,,8.45,6.0,37,very good,Curtain
566-63-4185,C,Yangon,Normal,male,Sports and travel,13.05,7,3.29,903.23,2021-01-02,20:54,Credit card,650.81,4.76,6.67,5.0,,0.0,25.0,86,Good,Sneakers
835-99-7291,C,Yangon,Normal,Female,Food and beverages,87.98,8,6.84,395.38,2021-01-02,20:40,cash,635.39,4.76,19.61,9.7,59.0,0.0,53.0,95,good,Juice
606-61-4997,C,Mandalay,Normal,male,Electronic accessories,84.09,1,30.47,645.08,2021-02-02,20:17,Credit card,748.92,4.76,13.06,5.0,,0.0,26.0,44,Good,Headphones
251-93-1090,C,Yangon,Normal,Male,Food and beverages,94.64,10,12.58,532.05,2021-09-02,18:00,CASH,527.05,4.76,47.87,5.5,43.0,0.0,46.0,53,very good,Coffee
868-23-7965,A,Yangon,Normal,male,Electronic accessories,52.4,5,,963.57,2021-02-02,14:15,CASH,55.78,4.76,31.06,,25.0,0.0,0.0,43,Good,Power Bank
324-32-9486,B,Mandalay,Normal,FEMALE,Food and beverages,47.17,1,,560.84,2021-01-04,19:45,CASH,538.0,4.76,33.34,6.2,58.0,0.0,4.0,59,Poor,Coffee
575-16-5082,B,Yangon,Normal,Male,Health and beauty,85.7,6,29.21,808.02,2021-02-02,10:20,cash,859.48,4.76,42.08,6.0,,5.47,,19,very good,Lotion
968-25-8478,B,Mandalay,Member,male,Sports and travel,74.56,7,,546.8,2021-05-02,11:02,Credit card,903.58,4.76,45.64,4.4,,17.38,,65,Poor,Tent
236-69-9702,B,Mandalay,Normal,Female,Health and beauty,88.91,7,7.42,807.41,2021-01-04,13:39,CASH,318.69,4.76,24.11,8.4,55.0,0.0,24.0,72,Excellent,Toothpaste
672-86-6198,C,Yangon,Member,Female,Health and beauty,83.82,9,2.81,939.52,2021-09-02,18:32,Ewallet,681.22,4.76,9.9,5.7,46.0,0.0,42.0,58,very good,Shampoo
873-66-9270,C,Yangon,Member,male,Sports and travel,84.2,10,26.85,266.92,2021-01-04,9:51,Cash,159.6,4.76,2.38,8.1,,0.0,,19,EXCELLENT,Travel Pillow
536-80-8305,C,Mandalay,Member,FEMALE,Fashion accessories,72.86,1,1.8,218.56,2021-01-09,18:19,Ewallet,821.53,4.76,8.76,,,0.0,13.0,21,Good,Sunglasses
262-70-8373,C,Yangon,Member,Female,Food and beverages,55.57,3,41.66,302.48,2021-01-03,19:53,CASH,380.91,4.76,30.13,7.5,58.0,0.0,,49,good,Biscuits
365-41-5543,A,Mandalay,Member,Male,Health and beauty,41.67,6,15.75,755.95,2021-01-09,18:52,CASH,565.96,4.76,49.84,8.9,58.0,0.0,23.0,87,good,Toothpaste
884-76-8939,B,Yangon,Normal,FEMALE,Sports and travel,64.19,10,17.95,921.59,2021-05-02,16:59,cash,76.11,4.76,32.86,8.7,40.0,0.0,36.0,73,good,Water Bottle
741-40-5499,A,Naypyitaw,Member,Female,Food and beverages,83.21,10,38.96,175.92,2021-01-02,15:50,Credit card,845.23,4.76,21.08,8.5,50.0,0.0,1.0,26,Excellent,Biscuits
550-19-5681,B,Yangon,Normal,FEMALE,Sports and travel,76.4,7,3.31,247.35,2021-01-07,18:33,Ewallet,631.51,4.76,17.81,9.3,34.0,0.0,,37,EXCELLENT,Sneakers
340-44-6502,A,Naypyitaw,Normal,Female,Sports and travel,50.79,7,49.21,773.6,2021-01-08,16:40,cash,624.9,4.76,13.22,5.5,48.0,0.0,41.0,64,Good,Travel Pillow
427-79-2320,B,Yangon,Member,Female,Fashion accessories,12.46,7,32.41,143.36,2021-01-04,12:41,Cash,924.5,4.76,9.68,7.6,,0.0,50.0,43,Excellent,Belt
241-29-4788,B,Mandalay,Normal,FEMALE,Health and beauty,14.69,2,42.31,98.53,2021-04-02,10:12,Ewallet,433.1,4.76,5.03,8.9,45.0,0.0,,34,very good,Toothpaste
492-98-3503,A,Naypyitaw,Normal,male,Sports and travel,67.74,8,6.03,119.4,2021-07-02,16:37,Ewallet,293.16,4.76,40.55,,,0.0,31.0,87,EXCELLENT,Sneakers
823-37-2052,A,Naypyitaw,Normal,male,Sports and travel,66.71,5,41.45,469.8,2021-01-04,16:43,cash,458.55,4.76,13.56,8.4,22.0,9.86,,3,very good,Backpack
524-62-6421,C,Mandalay,Normal,FEMALE,Electronic accessories,81.19,2,49.68,144.88,2021-07-02,10:52,Ewallet,203.26,4.76,41.03,5.4,,0.0,8.0,97,EXCELLENT,Headphones
655-69-7812,A,Naypyitaw,Member,Female,Health and beauty,22.25,3,36.49,618.38,2021-03-02,15:24,Cash,64.54,4.76,34.46,9.8,57.0,0.0,,26,EXCELLENT,Soap
163-36-7883,B,Yangon,Normal,Female,Food and beverages,46.06,10,5.31,59.12,2021-01-02,18:35,Ewallet,221.21,4.76,4.75,5.6,,0.0,50.0,74,EXCELLENT,Biscuits
498-84-1320,B,Mandalay,Member,Female,Health and beauty,66.55,3,40.8,909.74,2021-08-02,20:18,cash,323.05,4.76,44.77,7.5,,0.0,4.0,1,good,Face Wash
977-83-7232,B,Naypyitaw,Member,Female,Fashion accessories,38.23,7,27.34,470.51,2021-06-02,10:26,Credit card,172.75,4.76,31.55,6.0,25.0,12.57,,77,EXCELLENT,Sunglasses
588-10-6763,B,Yangon,Member,Female,Fashion accessories,17.4,4,,609.49,2021-08-02,15:06,Credit card,523.64,4.76,35.13,5.9,55.0,0.0,57.0,64,Poor,Watch
405-59-7865,A,Naypyitaw,Normal,male,Sports and travel,24.2,9,3.57,767.77,2021-04-02,11:13,CASH,758.07,4.76,47.99,7.6,41.0,0.0,51.0,33,Excellent,Sneakers
651-79-4613,C,Mandalay,Normal,Female,Electronic accessories,56.47,1,3.11,289.16,2021-02-02,16:18,Ewallet,367.28,4.76,16.84,4.3,,0.0,7.0,87,good,Keyboard
599-38-5471,B,Yangon,Member,FEMALE,Electronic accessories,97.27,1,,307.21,2021-01-03,9:31,Cash,73.18,4.76,44.69,9.8,,0.0,,48,Poor,Charger
546-72-1475,B,Yangon,Normal,Female,Home and lifestyle,84.76,7,13.92,362.21,2021-06-02,16:36,Credit card,179.03,4.76,17.4,4.5,60.0,0.0,,67,Poor,Chair
498-53-7624,B,Yangon,Normal,Female,Home and lifestyle,78.68,2,39.79,319.57,2021-01-07,13:15,cash,544.36,4.76,43.74,7.5,,0.0,,44,Poor,Lamp
841-31-8657,A,Mandalay,Member,male,Electronic accessories,86.23,7,35.23,300.99,2021-04-02,12:53,cash,898.77,4.76,32.11,4.4,50.0,27.29,34.0,94,EXCELLENT,Mouse
230-89-9751,B,Yangon,Member,Male,Fashion accessories,71.72,2,29.59,374.09,2021-01-08,11:48,Cash,418.35,4.76,15.68,,,0.0,55.0,53,EXCELLENT,Scarf
127-60-1444,C,Yangon,Member,Male,Health and beauty,81.34,4,16.65,527.91,2021-01-02,14:27,CASH,341.27,4.76,41.58,8.6,,27.56,,1,Good,Lotion
185-92-8022,C,Mandalay,Member,Female,Health and beauty,38.75,4,29.62,155.9,2021-06-02,11:13,Ewallet,442.58,4.76,3.1,4.6,,0.0,48.0,55,very good,Toothpaste
238-69-3977,B,Naypyitaw,Member,male,Sports and travel,53.05,8,44.88,223.07,2021-01-02,20:44,Cash,339.83,4.76,19.29,6.7,39.0,0.0,55.0,48,very good,Sneakers
151-43-7211,B,Naypyitaw,Normal,Female,Fashion accessories,76.17,10,33.74,,2021-08-02,17:42,cash,832.37,4.76,7.1,8.8,63.0,0.0,,92,Excellent,Watch
435-37-8449,A,Naypyitaw,Member,Male,Home and lifestyle,33.46,10,12.79,534.07,2021-07-02,18:38,Cash,878.5,4.76,10.26,5.1,,0.0,40.0,75,Poor,Chair
434-53-7211,B,Naypyitaw,Normal,male,Electronic accessories,71.87,8,25.02,219.86,2021-04-02,13:37,Cash,176.72,4.76,28.45,8.2,,0.0,,93,very good,Charger
384-63-5133,A,Naypyitaw,Member,FEMALE,Fashion accessories,84.41,1,38.86,689.33,2021-05-02,18:58,Credit card,214.96,4.76,1.06,,29.0,18.0,33.0,76,very good,Watch
954-20-8705,C,Mandalay,Normal,FEMALE,Sports and travel,81.96,8,5.5,868.93,2021-01-03,10:39,Ewallet,508.69,4.76,25.03,8.3,23.0,0.0,,23,Poor,Backpack
119-79-1853,A,Naypyitaw,Member,male,Food and beverages,27.88,7,35.86,702.61,2021-01-09,16:51,Ewallet,171.05,4.76,11.49,6.5,65.0,0.0,48.0,83,EXCELLENT,Biscuits
458-38-2124,A,Mandalay,Normal,FEMALE,Fashion accessories,47.3,4,41.94,233.92,2021-07-02,9:04,CASH,759.75,4.76,13.94,6.8,22.0,0.0,,91,Excellent,Belt
899-93-1659,B,Mandalay,Member,male,Food and beverages,26.37,10,32.71,270.21,2021-01-01,20:52,Cash,38.57,4.76,24.84,9.1,58.0,0.0,42.0,52,very good,Coffee
872-13-5051,C,Yangon,Member,Female,Health and beauty,88.88,8,35.05,340.11,2021-01-03,13:10,Ewallet,44.94,4.76,11.22,6.4,,0.0,12.0,8,very good,Face Wash
304-12-3496,A,Yangon,Member,Female,Sports and travel,95.03,1,25.24,498.28,2021-02-02,15:54,Ewallet,333.77,4.76,7.58,9.4,55.0,0.0,32.0,27,EXCELLENT,Water Bottle
344-26-8758,C,Yangon,Member,Male,Sports and travel,89.59,5,33.85,931.17,2021-03-02,19:08,cash,557.73,4.76,43.0,4.2,,15.16,,66,EXCELLENT,Sneakers
785-24-4571,A,Mandalay,Normal,Female,Electronic accessories,30.2,8,19.87,688.29,2021-07-02,9:13,Ewallet,129.18,4.76,43.75,4.7,,0.0,,16,good,Power Bank
576-99-5198,C,Naypyitaw,Member,Female,Fashion accessories,95.33,5,17.68,232.31,2021-04-02,16:03,Cash,218.06,4.76,13.9,5.4,37.0,0.0,,52,very good,Belt
885-57-3749,A,Naypyitaw,Member,Male,Sports and travel,93.08,3,38.32,213.19,2021-01-05,17:29,CASH,39.16,4.76,13.7,,42.0,20.36,,100,very good,Water Bottle
720-87-2876,C,Mandalay,Member,male,Electronic accessories,68.24,3,16.35,679.46,2021-01-04,17:54,Ewallet,50.21,4.76,14.26,8.0,63.0,0.0,28.0,70,Poor,Headphones
896-30-6096,A,Yangon,Member,Female,Home and lifestyle,66.4,7,35.72,540.64,2021-05-02,11:06,Cash,211.49,4.76,6.69,9.4,,0.0,38.0,60,Excellent,Chair
210-84-1420,C,Yangon,Normal,Female,Fashion accessories,91.62,3,42.54,615.47,2021-01-07,10:26,Credit card,405.63,4.76,37.99,4.8,,2.75,,4,EXCELLENT,Sunglasses
419-83-7149,A,Mandalay,Member,Female,Sports and travel,97.67,2,7.37,740.14,2021-01-01,9:53,CASH,435.7,4.76,12.27,,40.0,14.85,0.0,79,Poor,Tent
506-35-2245,B,Yangon,Normal,Male,Fashion accessories,27.84,1,19.89,299.71,2021-02-02,11:42,Cash,705.34,4.76,16.53,4.6,52.0,0.0,41.0,98,very good,Scarf
706-98-4978,C,Mandalay,Member,male,Fashion accessories,73.11,3,31.4,842.72,2021-01-03,19:42,CASH,143.03,4.76,11.36,5.4,,0.0,9.0,56,Excellent,Belt
204-99-5941,B,Yangon,Normal,Male,Health and beauty,25.19,9,20.61,340.92,2021-09-02,9:40,CASH,858.83,4.76,2.06,4.1,58.0,0.0,29.0,56,Excellent,Toothpaste
970-97-2983,B,Mandalay,Member,FEMALE,Fashion accessories,46.09,2,21.73,837.77,2021-01-03,19:40,cash,750.65,4.76,21.18,,,0.0,33.0,58,very good,Belt
915-82-1672,A,Naypyitaw,Member,Female,Health and beauty,48.6,4,47.62,342.62,2021-01-02,13:06,Cash,365.98,4.76,40.07,8.6,,0.0,48.0,56,Poor,Lotion
455-78-8018,B,Naypyitaw,Normal,FEMALE,Sports and travel,33.41,7,6.0,774.56,2021-01-03,17:51,Credit card,780.52,4.76,21.5,7.8,,0.0,,76,Poor,Backpack
777-57-2129,C,Naypyitaw,Normal,male,Fashion accessories,18.02,9,6.25,,2021-01-09,10:15,CASH,432.54,4.76,20.7,8.0,,0.0,24.0,47,very good,Sunglasses
618-92-6590,A,Mandalay,Normal,Female,Home and lifestyle,43.11,6,1.81,102.54,2021-01-07,14:43,Cash,422.72,4.76,35.06,,,0.0,,59,Excellent,Table Cover
112-63-9031,A,Yangon,Member,FEMALE,Food and beverages,95.25,2,14.07,663.5,2021-01-01,20:48,cash,743.83,4.76,43.17,6.9,,27.05,,5,Poor,Snacks
208-65-6934,C,Yangon,Member,FEMALE,Health and beauty,20.56,6,27.01,484.05,2021-04-02,18:36,Cash,590.9,4.76,33.3,7.8,,14.94,47.0,96,good,Lotion
750-68-3506,C,Yangon,Member,FEMALE,Home and lifestyle,74.67,3,6.8,827.61,2021-01-05,17:38,Cash,349.58,4.76,30.73,7.6,59.0,0.0,13.0,83,EXCELLENT,Lamp
545-32-9548,B,Yangon,Normal,Female,Sports and travel,49.16,9,18.37,678.95,2021-01-08,17:56,CASH,778.72,4.76,48.29,8.2,,0.0,19.0,26,Poor,Backpack
766-44-9817,B,Yangon,Member,Female,Home and lifestyle,92.8,1,20.45,840.92,2021-01-04,18:28,cash,259.19,4.76,46.07,4.8,37.0,20.68,13.0,72,very good,Cushion
893-71-8616,A,Naypyitaw,Member,Female,Fashion accessories,50.83,8,17.35,,2021-01-02,11:57,Ewallet,718.52,4.76,28.91,7.0,60.0,0.0,25.0,72,Good,Watch
546-85-5397,C,Mandalay,Normal,Female,Food and beverages,70.62,7,19.12,413.29,2021-05-02,10:05,CASH,189.68,4.76,9.48,8.9,,0.0,,52,Poor,Snacks
430-41-2419,C,Yangon,Normal,Male,Food and beverages,20.67,7,,752.07,2021-08-02,16:01,Credit card,620.41,4.76,27.29,8.1,63.0,0.0,,18,Good,Coffee
385-67-4995,A,Mandalay,Normal,FEMALE,Food and beverages,74.22,5,46.47,636.68,2021-09-02,20:53,Credit card,223.76,4.76,43.05,7.2,,0.0,,48,Excellent,Coffee
868-69-7209,B,Yangon,Normal,Male,Electronic accessories,27.15,3,10.28,310.26,2021-08-02,17:32,CASH,101.98,4.76,46.99,5.1,62.0,0.0,,28,EXCELLENT,Power Bank
444-13-9098,C,Mandalay,Normal,male,Fashion accessories,87.57,8,14.52,202.4,2021-05-02,19:37,CASH,861.23,4.76,25.95,4.0,46.0,0.0,,63,Excellent,Watch
971-51-3979,B,Mandalay,Member,FEMALE,Health and beauty,80.39,2,26.41,944.42,2021-09-02,13:59,Cash,867.42,4.76,38.5,6.9,,0.0,23.0,59,good,Face Wash
599-37-6813,B,Mandalay,Normal,Female,Food and beverages,35.92,4,3.44,954.44,2021-01-03,19:32,CASH,705.94,4.76,43.69,,,0.0,43.0,75,good,Snacks
916-43-6576,A,Mandalay,Normal,Female,Home and lifestyle,54.48,8,6.44,792.17,2021-06-02,9:52,Credit card,541.64,4.76,37.97,6.3,52.0,0.0,5.0,23,very good,Table Cover
386-86-5526,C,Naypyitaw,Normal,Female,Fashion accessories,21.72,5,44.86,961.75,2021-07-02,10:34,CASH,267.65,4.76,18.18,9.8,,0.0,,95,Good,Handbag
669-11-9464,A,Mandalay,Member,Male,Health and beauty,87.07,3,12.7,287.35,2021-05-02,15:57,cash,478.63,4.76,42.93,8.5,,0.0,,97,EXCELLENT,Toothpaste
295-20-4954,A,Yangon,Member,Female,Food and beverages,64.01,10,14.5,606.81,2021-06-02,13:19,cash,246.19,4.76,12.62,9.9,27.0,0.0,,56,Good,Juice
837-62-9004,B,Naypyitaw,Normal,FEMALE,Fashion accessories,99.57,5,35.28,103.31,2021-01-04,17:08,Ewallet,229.44,4.76,41.74,4.6,58.0,0.0,56.0,8,Excellent,Belt
668-40-8800,C,Naypyitaw,Member,FEMALE,Home and lifestyle,35.47,7,20.25,561.0,2021-03-02,11:48,Cash,689.4,4.76,17.1,9.7,,0.0,19.0,85,good,Curtain
761-72-8342,A,Mandalay,Member,male,Health and beauty,70.95,1,41.38,320.02,2021-05-02,10:28,cash,904.7,4.76,37.68,6.8,54.0,12.02,55.0,100,Excellent,Toothpaste
911-12-2524,C,Yangon,Normal,FEMALE,Health and beauty,47.65,3,25.26,886.81,2021-01-04,14:33,CASH,151.27,4.76,23.23,5.7,,0.0,29.0,10,Good,Shampoo
401-38-7625,A,Mandalay,Normal,Female,Sports and travel,46.77,3,10.98,978.32,2021-08-02,17:47,CASH,146.89,4.76,42.45,4.3,,0.0,56.0,7,Poor,Backpack
808-41-6016,C,Mandalay,Normal,FEMALE,Home and lifestyle,23.13,1,35.59,833.1,2021-07-02,12:36,Cash,302.32,4.76,7.04,7.8,44.0,20.88,11.0,56,EXCELLENT,Curtain
779-84-7046,A,Mandalay,Member,FEMALE,Sports and travel,36.12,9,1.15,610.32,2021-01-08,16:32,Cash,92.65,4.76,14.03,6.2,46.0,0.0,,97,Poor,Tent
584-80-9698,B,Yangon,Normal,Male,Food and beverages,33.56,1,45.48,583.74,2021-03-02,14:28,Credit card,924.43,4.76,10.63,5.2,25.0,0.0,,30,very good,Coffee
452-64-6419,B,Mandalay,Normal,FEMALE,Health and beauty,65.59,9,37.22,361.45,2021-01-01,9:34,Ewallet,565.01,4.76,32.45,5.0,44.0,25.35,60.0,45,Poor,Soap
460-99-8434,A,Yangon,Normal,male,Home and lifestyle,91.66,2,34.71,677.66,2021-05-02,11:03,cash,712.09,4.76,21.82,8.2,,11.44,28.0,15,Good,Curtain
377-49-5118,B,Mandalay,Normal,FEMALE,Home and lifestyle,43.27,5,34.39,826.44,2021-06-02,9:16,CASH,949.45,4.76,28.09,6.9,,0.0,,16,Good,Curtain
336-25-4155,A,Mandalay,Normal,Male,Electronic accessories,71.58,10,17.28,183.44,2021-01-07,17:02,CASH,738.93,4.76,28.44,5.0,38.0,6.02,32.0,70,very good,Charger
423-25-9779,B,Mandalay,Normal,Male,Fashion accessories,51.23,7,48.15,877.19,2021-06-02,15:30,Ewallet,113.6,4.76,6.87,5.6,33.0,0.0,52.0,76,good,Handbag
880-98-4033,C,Mandalay,Normal,FEMALE,Food and beverages,10.93,4,21.97,752.11,2021-01-01,14:30,Cash,690.28,4.76,6.18,8.0,,1.71,16.0,53,very good,Coffee
296-37-8933,B,Yangon,Member,FEMALE,Fashion accessories,21.99,4,,393.17,2021-01-06,19:05,CASH,911.0,4.76,19.8,6.2,,0.0,49.0,22,very good,Sunglasses
383-85-9595,C,Mandalay,Member,Male,Health and beauty,39.09,1,44.18,759.91,2021-01-05,11:53,cash,638.96,4.76,41.77,9.2,,0.0,39.0,23,Good,Face Wash
711-46-2647,C,Naypyitaw,Member,Female,Food and beverages,72.37,1,38.25,355.2,2021-01-01,12:24,CASH,151.81,4.76,14.28,5.9,,17.66,43.0,84,Excellent,Juice
